"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"Grays Harbor","NW-2016-1193147","CRC-1571",NA,"16NWR09070","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","Ocean city state park",47.0359,"dd.dddd","actual",-124.1758,"dd.dddd","actual","GPS","N","N","2016-SEP-29",2016,"SEP","29","Beach or Land","NA","NA","Fresh Dead","N","2016-SEP-29","2016","SEP","29","Fresh Dead","N","Female","Calf","104","cm","actual","25","lb","2016-SEP-30","2016","SEP","30","CRC","park ranger removed from beach, held on ice for next day","Harbor porpoise","WA_Coast",0.00148156424579327,0.00693988826815684,-124.1758,47.0359,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1060997","06-GH-001",NA,"06NWR10001","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","citizen caller","citizen caller","NW","United States","Moclips","WA","Pacific Ocean","Moclips beach access",47.2388,"dd.dddd","estimate",-124.2195,"dd.dddd","estimate","Map","N","N","2006-OCT-08",2006,"OCT","8","Beach or Land","NA","NA","Advanced Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Subadult","48","in","estimate","100","lb","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.0451815642458229,-0.195960111731843,-124.2195,47.2388,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2012-1144014","CRC-1194",NA,"12NWR02033","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","NA",47.0809,"dd.dddd","NA",-124.1747,"dd.dddd","NA","GPS","N","CBD","2012-FEB-09",2012,"FEB","9","Beach or Land","NA","NA","Fresh Dead","N","2012-FEB-10","2012","FEB","10","Fresh Dead","N","Male","Adult","151","cm","Actual","125","lb","2012-FEB-10","2012","FEB","10","CRC","NA","Harbor porpoise","WA_Coast",0.000381564245799382,-0.0380601117318449,-124.1747,47.0809,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1062621","CRC-774",NA,"06NWR09048","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","NA","WA","Pacific Ocean","Twin Harbors State Park",46.7594,"dd.dddd","actual",-124.1026,"dd.dddd","actual","GPS","N","N","2006-SEP-16",2006,"SEP","16","Beach or Land","NA","NA","Fresh Dead","N","2006-SEP-16","2006","SEP","16","Fresh Dead","N","Male","Yearling","91","cm","actual","0","lb","2006-SEP-16","2006","SEP","16","Cascadia Research","NA","Harbor porpoise","WA_Coast",-0.0717184357541925,0.283439888268155,-124.1026,46.7594,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1056225","CRC-708",NA,"06NWR03007","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","NA",47.01509,"dd.dddd","actual",-124.1751,"dd.dddd","actual","Internet","N","CBD","2006-MAR-14",2006,"MAR","14","Beach or Land","NA","NA","Moderate Decomposition","N","2006-MAR-14","2006","MAR","14","Moderate Decomposition","N","Male","Adult","149","cm","actual","NA","NA","NA","NA","NA","NA","NA","eyes gone; severely scavenged; most organs gone from abdominal cavity.","Harbor porpoise","WA_Coast",0.00078156424579845,0.0277498882681542,-124.1751,47.01509,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2000-1027178","MMP00-10",NA,"NMFSNW-4734","NA","Porpoise, harbor","Phocoena","phocoena","Validated","WDFW","NA","Unknown","NW","United States","Ocean Shores","WA","Pacific Ocean","NA",47.03013,"dd.dddd","NA",-124.1753,"dd.dddd","NA","NA","NA","N","2000-MAR-17",2000,"MAR","17","NA","NA","NA","Fresh Dead","N","2000-MAR-17","2000","MAR","17","Fresh Dead","N","Female","Unid","176","cm","actual","NA","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.000981564245790878,0.0127098882681551,-124.1753,47.03013,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2012-1144023","CRC-1203",NA,"12NWR04010","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","Twin Harbors State Park",46.8574,"dd.dddd","NA",-124.115,"dd.dddd","NA","GPS","N","N","2012-APR-26",2012,"APR","26","Beach or Land","NA","NA","Fresh Dead","N","2012-APR-26","2012","APR","26","Fresh Dead","N","Female","Adult","165","cm","Actual","60","kg","2012-APR-27","2012","APR","27","CRC/WDFW","found in afternoon, picked up same evening","Harbor porpoise","WA_Coast",-0.0593184357541929,0.185439888268156,-124.115,46.8574,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191245","CRC-1531",NA,"16NWR07083","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Chance a la mer access",47.00702,"dd.dddd","estimate",-124.1743,"dd.dddd","estimate","Internet/Software","N","N","2016-JUL-06",2016,"JUL","6","Beach or Land","NA","NA","Fresh Dead","N","2016-JUL-06","2016","JUL","6","Fresh Dead","N","Female","Calf","86.5","cm","actual","10.8","kg","2016-JUL-07","2016","JUL","7","CRC","NA","Harbor porpoise","WA_Coast",-1.8435754199686e-05,0.0358198882681577,-124.1743,47.00702,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191238","CRC-1523",NA,"16NWR05074","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","near casino",47.03205,"dd.dddd","actual",-124.1752,"dd.dddd","actual","GPS","N","N","2016-MAY-03",2016,"MAY","3","Beach or Land","NA","NA","Fresh Dead","N","2016-MAY-03","2016","MAY","3","Fresh Dead","N","Male","Subadult","120","cm","actual","85","lb","2016-MAY-03","2016","MAY","3","CRC","found dead on beach, necropsied same day.","Harbor porpoise","WA_Coast",0.000881564245801769,0.0107898882681567,-124.1752,47.03205,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191251","CRC-1537",NA,"16NWR07089","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Pacific Beach","WA","Pacific Ocean","100 yds S of Analyde Gap",47.22,"dd.dddd","actual",-124.2109,"dd.dddd","actual","GPS","N","N","2016-JUL-18",2016,"JUL","18","Beach or Land","NA","NA","Fresh Dead","N","2016-JUL-18","2016","JUL","18","Fresh Dead","N","Male","Calf","75","cm","actual","6.3","kg","2016-JUL-18","2016","JUL","18","CRC","NA","Harbor porpoise","WA_Coast",0.0365815642458216,-0.177160111731844,-124.2109,47.22,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2007-1070951","07-GH-045",NA,"07NWR07076","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","K. Wilkinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Moclips","WA","Pacific Ocean","4890 Railroad Ave. directly in front of the Hi Tide Ocean Beach Resort",47.24114,"dd.dddd","actual",-124.2194,"dd.dddd","actual","Internet","N","N","2007-JUL-16",2007,"JUL","16","Beach or Land","NA","NA","Alive","Y","NA","NA","NA","NA","NA","N","Unid","Calf","36","in","estimate","0","lb","NA","NA","NA","NA","NA","Reporting party called in saying a small harbor porpoise was stuck in a small tide pool, the lower body was still submerged in water. I called Beacon Pest Control which immediately started to go to the site to respond, the reporting party called back 10 minutes later saying a beach goer picked the porpoise up and placed it back in the ocean where it swam back out to sea.","Harbor porpoise","WA_Coast",0.0450815642458195,-0.198300111731847,-124.2194,47.24114,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1131020","CRC-1145",NA,"11NWR03002","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Lisa Schlender","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","End of Ocean Shores Blvd; Brown's Point",46.9274,"dd.dddd","NA",-124.1751,"dd.dddd","NA","Internet/Software","N","CBD","2011-MAR-05",2011,"MAR","5","Beach or Land","NA","NA","Moderate Decomposition","N","2011-MAR-05","2011","MAR","5","Advanced Decomposition","N","Unid","Subadult","120","cm","Estimated","NA","NA","NA","NA","NA","NA","NA","Animal found within rocks near Brown's Point Jetty","Harbor porpoise","WA_Coast",0.00078156424579845,0.115439888268156,-124.1751,46.9274,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1131017","CRC-1142",NA,"11NWR02013","Confirmed- Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","NA","Public","Public","NW","United States","Ocean Shores","WA","Pacific Ocean","Brown's Point Jetty",46.9405,"dd.dddd","NA",-124.1231,"dd.dddd","NA","Internet/Software","N","Y","2011-FEB-02",2011,"FEB","2","Beach or Land","NA","NA","Alive","Y","NA","NA","NA","NA","Alive","N","Male","Unid","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","From RP: On Wednesday, February 2, 2011, at about 8:00 a.m. Mike West and I, Joyce Meyer, found a Harbor Porpoise in the sand at Ocean Shores. It was above the tideline, not far from the Brown's Point Jetty. The animal was alive, moving its tail in the s","Harbor porpoise","WA_Coast",-0.051218435754194,0.102339888268155,-124.1231,46.9405,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1140059","CRC-1165",NA,"11NWR07094","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","1000' N of beach access at ligthouse state park",46.8881,"dd.dddd","NA",-124.1261,"dd.dddd","NA","Internet/Software","N","CBD","2011-JUL-24",2011,"JUL","24","Beach or Land","NA","NA","Moderate Decomposition","N","2011-JUL-25","2011","JUL","25","Moderate Decomposition","N","Female","Calf","36","in","Estimated","0","NA","NA","NA","NA","NA","NA","first sighted on 24 july but not reported until 25 july. Carcass had deteriorated greatly by 25 july. Carcass not recovered.","Harbor porpoise","WA_Coast",-0.0482184357541939,0.154739888268153,-124.1261,46.8881,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1140062","CRC-1160",NA,"11NWR06069","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Pacific Beach","WA","Pacific Ocean","Roosevelt Beach",47.1673,"dd.dddd","NA",-124.1945,"dd.dddd","NA","GPS","N","CBD","2011-JUN-27",2011,"JUN","27","Beach or Land","NA","NA","Mummified/Skeletal","N","2011-JUN-27","2011","JUN","27","Mummified/Skeletal","N","Unid","Unid","NA","NA","NA","0","NA","NA","NA","NA","NA","NA","found during beach survey","Harbor porpoise","WA_Coast",0.0201815642458172,-0.124460111731842,-124.1945,47.1673,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2010-1120631","CRC-1032",NA,"10NWR03006","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","NA","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","968 Chopaka, Cohassett beach",46.8713,"dd.dddd","NA",-124.119,"dd.dddd","NA","Internet/Software","N","CBD","2010-MAR-27",2010,"MAR","27","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","Fresh Dead","N","Male","Subadult","4","ft","Estimated","0","NA","NA","NA","NA","NA","NA","Unable to respond on 27 march, animal was gone after high winds and big surf overnight.","Harbor porpoise","WA_Coast",-0.055318435754188,0.171539888268157,-124.119,46.8713,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2010-1126539","CRC-1064",NA,"10NWR07121","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Bethany Diehl","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Midway btwn Daimon and Chance beach accesses",47.0075,"dd.dddd","NA",-124.1701,"dd.dddd","NA","Internet/Software","N","CBD","2010-JUL-11",2010,"JUL","11","Beach or Land","NA","NA","Fresh Dead","N","2010-JUL-13","2010","JUL","13","Fresh Dead","N","Female","Calf","83","cm","Actual","825","kg","2010-JUL-12","2010","JUL","12","CRC","Reported on beach in close proximity to a juvenile salmon shark, Beacon Pest Control picked up the both animals and transferred them to CRC on following day. Both animals were placed on ice.","Harbor porpoise","WA_Coast",-0.004218435754197,0.0353398882681546,-124.1701,47.0075,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191246","CRC-1532",NA,"16NWR07084","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Damon Point, 500 yds from RV park",46.94422,"dd.dddd","estimate",-124.1242,"dd.dddd","estimate","Internet/Software","N","CBD","2016-JUL-07",2016,"JUL","7","Beach or Land","NA","NA","Fresh Dead","Y","2016-JUL-08","2016","JUL","8","Fresh Dead","N","Unid","Calf","85","cm","estimate","NA","NA","NA","NA","NA","NA","NA","reported at 2100 on 7/7/16, may have been there on 7/6/16. Gone by time of response on 07/8/16.","Harbor porpoise","WA_Coast",-0.050118435754186,0.0986198882681535,-124.1242,46.94422,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191247","CRC-1533",NA,"16NWR07085","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","S of Butterclam",46.96214,"dd.dddd","estimate",-124.1758,"dd.dddd","estimate","Internet/Software","N","Y","2016-JUL-08",2016,"JUL","8","Beach or Land","NA","NA","Moderate Decomposition","Y","2016-JUL-08","2016","JUL","8","Moderate Decomposition","N","Male","Calf","85","cm","estimate","NA","NA","NA","NA","NA","NA","NA","examined via photos.","Harbor porpoise","WA_Coast",0.00148156424579327,0.0806998882681569,-124.1758,46.96214,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2016-1191249","CRC-1535",NA,"16NWR07087","Confirmed- Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","near Best Western",47.01633,"dd.dddd","estimate",-124.1743,"dd.dddd","estimate","Internet/Software","N","CBD","2016-JUL-13",2016,"JUL","13","Beach or Land","NA","NA","Condition Unknown","Y","NA","NA","NA","NA","NA","N","Unid","Subadult","110","cm","estimate","NA","NA","NA","NA","NA","NA","NA","reported at 9pm, was gone by morning","Harbor porpoise","WA_Coast",-1.8435754199686e-05,0.0265098882681514,-124.1743,47.01633,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2018-1208008","CRC-1695",NA,"18NWR10075","NA","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","1/4 mile N of casino",47.0464,"dd.dddd","estimate",-124.1749,"dd.dddd","estimate","Internet","N","N","2018-OCT-02",2018,"OCT","2","Beach or Land","NA","NA","Fresh Dead","Y","2018-OCT-03","2018","OCT","3","Fresh Dead","N","Female","Adult","184","cm","actual","80","kg","2018-OCT-04","2018","OCT","4","CRC",". 2 large shark bites on abdomen: anterior bite 20x20cm, posterior bite 30x30cm. Most of the bite radius on the ventral and R side but some part of bites extend to L side. Scavenging along margins and above posterior bit on R side. Per Dayv Lowry of WDFW--likely sevengill bites. Genital slit reddened and appears distended.. . External exam and necropsy. Some tissue missing due to shark bites on abdomen but not evidence of HI in the rest of the carcass.","Harbor porpoise","WA_Coast",0.000581564245806021,-0.00356011173184356,-124.1749,47.0464,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2010-1126536","CRC-1062",NA,"10NWR06077","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Pacific Beach","WA","Pacific Ocean","NA",47.2128,"dd.dddd","NA",-124.2078,"dd.dddd","NA","GPS","N","Y","2010-JUN-24",2010,"JUN","24","Beach or Land","NA","NA","Fresh Dead","N","2010-JUL-01","2010","JUL","1","Advanced Decomposition","N","Female","Adult","161","cm","Actual","NA","NA","NA","NA","NA","NA","NA","First seen 17-Jun-10, not reported until 24-Jun-10--by then was heavily scavenged","Harbor porpoise","WA_Coast",0.0334815642458182,-0.169960111731847,-124.2078,47.2128,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2018-1203479","CRC-1667",NA,"18NWR07003","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","just N of casino",47.0453,"dd.dddd","actual",-124.1768,"dd.dddd","actual","GPS","NA","CBD","2018-JUL-07",2018,"JUL","7","Beach or Land","NA","NA","Fresh Dead","N","NA","NA","NA","NA","Fresh Dead","NA","Female","Calf","75","cm","estimate","0","NA","NA","NA","NA","NA","NA","State park ranger went out to look for carcass but could not find. Examined via photos.. heavy scavenging on L side of head. Markedly thin. Outer layers of skin dried and sloughing.. .","Harbor porpoise","WA_Coast",0.00248156424579804,-0.00246011173184257,-124.1768,47.0453,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2014-1159441","CRC-1403",NA,"14NWR06044","Unconfirmed","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Copalis","WA","Pacific Ocean","Between iron springs and copalis",47.1488,"dd.dddd","estimate",-124.1915,"dd.dddd","estimate","Internet/Software","N","CBD","2014-JUN-11",2014,"JUN","11","Beach or Land","NA","NA","Advanced Decomposition","Y","NA","NA","NA","NA","Advanced Decomposition","N","Unid","Adult","175","cm","estimate","NA","NA","NA","NA","NA","NA","NA","delayed report, received several days later, no response.","Harbor porpoise","WA_Coast",0.0171815642458171,-0.105960111731846,-124.1915,47.1488,47.0428398882682,-124.174318435754
